id,label,key,value,label,numeric_value,unit
spec_best_sellers_rank_amazonrenewed43830climatepledgefriendlyelectronics12322,"best sellers rank: {'amazon renewed': 43830, 'climate pledge friendly: electronics': 12322}",best_sellers_rank,"{'amazon renewed': 43830, 'climate pledge friendly: electronics': 12322}",best sellers rank,,
spec_best_sellers_rank_amazonrenewed50446climatepledgefriendlyelectronics12904,"best sellers rank: {'amazon renewed': 50446, 'climate pledge friendly: electronics': 12904}",best_sellers_rank,"{'amazon renewed': 50446, 'climate pledge friendly: electronics': 12904}",best sellers rank,,
spec_special_features_fingerprintsensorsmartphonecamera,"special features: fingerprint-sensor, smartphone, camera",special_features,"fingerprint-sensor, smartphone, camera",special features,,
spec_package_dimensions_724x378x217inches,package dimensions: 7.24 x 3.78 x 2.17 inches,package_dimensions,7.24 x 3.78 x 2.17 inches,package dimensions,,
spec_package_dimensions_551x346x252inches,package dimensions: 5.51 x 3.46 x 2.52 inches,package_dimensions,5.51 x 3.46 x 2.52 inches,package dimensions,,
spec_included_components_seniorphone,included components: senior phone,included_components,senior phone,included components,,
spec_package_dimensions_866x512x354inches,package dimensions: 8.66 x 5.12 x 3.54 inches,package_dimensions,8.66 x 5.12 x 3.54 inches,package dimensions,,
spec_package_dimensions_827x402x213inches,package dimensions: 8.27 x 4.02 x 2.13 inches,package_dimensions,8.27 x 4.02 x 2.13 inches,package dimensions,,
spec_package_dimensions_709x374x177inches,package dimensions: 7.09 x 3.74 x 1.77 inches,package_dimensions,7.09 x 3.74 x 1.77 inches,package dimensions,,
spec_battery_power_rating_6800milliamphours,battery power rating: 6800 milliamp hours,battery_power_rating,6800 milliamp hours,battery power rating,,
spec_package_dimensions_109x58x22inches,package dimensions: 10.9 x 5.8 x 2.2 inches,package_dimensions,10.9 x 5.8 x 2.2 inches,package dimensions,,
spec_package_dimensions_945x591x236inches,package dimensions: 9.45 x 5.91 x 2.36 inches,package_dimensions,9.45 x 5.91 x 2.36 inches,package dimensions,,
spec_package_dimensions_985x595x284inches,package dimensions: 9.85 x 5.95 x 2.84 inches,package_dimensions,9.85 x 5.95 x 2.84 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed1094climatepledgefriendlyelectronics2597,"best sellers rank: {'amazon renewed': 1094, 'climate pledge friendly: electronics': 2597}",best_sellers_rank,"{'amazon renewed': 1094, 'climate pledge friendly: electronics': 2597}",best sellers rank,,
spec_package_dimensions_969x587x394inches,package dimensions: 9.69 x 5.87 x 3.94 inches,package_dimensions,9.69 x 5.87 x 3.94 inches,package dimensions,,
spec_package_dimensions_65x34x19inches,package dimensions: 6.5 x 3.4 x 1.9 inches,package_dimensions,6.5 x 3.4 x 1.9 inches,package dimensions,,
spec_package_dimensions_886x626x256inches,package dimensions: 8.86 x 6.26 x 2.56 inches,package_dimensions,8.86 x 6.26 x 2.56 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed64711,best sellers rank: {'amazon renewed': 64711},best_sellers_rank,{'amazon renewed': 64711},best sellers rank,,
spec_package_dimensions_791x535x161inches,package dimensions: 7.91 x 5.35 x 1.61 inches,package_dimensions,7.91 x 5.35 x 1.61 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed54106,best sellers rank: {'amazon renewed': 54106},best_sellers_rank,{'amazon renewed': 54106},best sellers rank,,
spec_weight_832ounces,weight: 8.32 ounces,weight,8.32 ounces,weight,8.32,oz
spec_human_interface_input_mousekeypad,"human interface input: mouse, keypad",human_interface_input,"mouse, keypad",human interface input,,
spec_package_dimensions_75x5x12inches,package dimensions: 7.5 x 5 x 1.2 inches,package_dimensions,7.5 x 5 x 1.2 inches,package dimensions,,
spec_special_features_bluetoothenabledbuiltingpsexpandablememorycamera,"special features: bluetooth-enabled, built-in-gps, expandable-memory, camera",special_features,"bluetooth-enabled, built-in-gps, expandable-memory, camera",special features,,
spec_os_miui14android12,"os: miui 14, android 12",os,"miui 14, android 12",os,,
spec_charging_time_22minutes,charging time: 22 minutes,charging_time,22 minutes,charging time,,
spec_package_dimensions_961x634x323inches,package dimensions: 9.61 x 6.34 x 3.23 inches,package_dimensions,9.61 x 6.34 x 3.23 inches,package dimensions,,
spec_package_dimensions_8x73x26inches,package dimensions: 8 x 7.3 x 2.6 inches,package_dimensions,8 x 7.3 x 2.6 inches,package dimensions,,
spec_package_dimensions_748x571x24inches,package dimensions: 7.48 x 5.71 x 2.4 inches,package_dimensions,7.48 x 5.71 x 2.4 inches,package dimensions,,
spec_weight_161grams,weight: 161 grams,weight,161 grams,weight,161.0,g
spec_special_features_fastchargingsupportdualbandoctacoreprocessorbuiltingps,"special features: fast charging support, dual band, octa core processor, built-in gps",special_features,"fast charging support, dual band, octa core processor, built-in gps",special features,,
spec_special_features_48mp50mp2mphighresolutioncamera120hzdisplaywarpcharge65wwirelesscharging15wfingerprintsensor,"special features: 48mp+50mp+2mp high resolution camera, 120hz display, warp charge 65w, wireless charging 15w, fingerprint sensor",special_features,"48mp+50mp+2mp high resolution camera, 120hz display, warp charge 65w, wireless charging 15w, fingerprint sensor",special features,,
spec_other_camera_features_front16mpreartriplecamera48502mp,"other camera features: front, 16mp, rear, triple camera, 48+50+2 mp",other_camera_features,"front, 16mp, rear, triple camera, 48+50+2 mp",other camera features,,
spec_best_sellers_rank_amazonrenewed43252climatepledgefriendlyelectronics12253,"best sellers rank: {'amazon renewed': 43252, 'climate pledge friendly: electronics': 12253}",best_sellers_rank,"{'amazon renewed': 43252, 'climate pledge friendly: electronics': 12253}",best sellers rank,,
spec_package_dimensions_827x551x354inches,package dimensions: 8.27 x 5.51 x 3.54 inches,package_dimensions,8.27 x 5.51 x 3.54 inches,package dimensions,,
spec_manufacturer_recommended_age_13yearsandup,manufacturer recommended age: 13 years and up,manufacturer_recommended_age,13 years and up,manufacturer recommended age,,
spec_package_dimensions_51x4x23inches,package dimensions: 5.1 x 4 x 2.3 inches,package_dimensions,5.1 x 4 x 2.3 inches,package dimensions,,
spec_os_androidosv23gingerbreadnotupgradabletov41jellybean,"os: android os, v2.3 gingerbread, not upgradable to v4.1 jelly bean",os,"android os, v2.3 gingerbread, not upgradable to v4.1 jelly bean",os,,
spec_other_camera_features_8mp3266x2450pixelsautofocusdualledflash,"other camera features: 8 mp, 3266 x 2450 pixels, autofocus, dual-led flash",other_camera_features,"8 mp, 3266 x 2450 pixels, autofocus, dual-led flash",other camera features,,
spec_weight_709ounces,weight: 7.09 ounces,weight,7.09 ounces,weight,7.09,oz
spec_package_dimensions_902x894x193inches,package dimensions: 9.02 x 8.94 x 1.93 inches,package_dimensions,9.02 x 8.94 x 1.93 inches,package dimensions,,
spec_package_dimensions_1118x815x354inches,package dimensions: 11.18 x 8.15 x 3.54 inches,package_dimensions,11.18 x 8.15 x 3.54 inches,package dimensions,,
spec_other_camera_features_03megapixelsflashlight,"other camera features: 0.3mega pixels, flash light",other_camera_features,"0.3mega pixels, flash light",other camera features,,
spec_package_dimensions_701x39x157inches,package dimensions: 7.01 x 3.9 x 1.57 inches,package_dimensions,7.01 x 3.9 x 1.57 inches,package dimensions,,
spec_special_features_5gdualsimbasicphone245gwifiexpandablememory,"special features: 5g, dual sim, basic phone, 2.4/5g wifi, expandable memory",special_features,"5g, dual sim, basic phone, 2.4/5g wifi, expandable memory",special features,,
spec_package_dimensions_654x362x189inches,package dimensions: 6.54 x 3.62 x 1.89 inches,package_dimensions,6.54 x 3.62 x 1.89 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed54732climatepledgefriendlyelectronics13190,"best sellers rank: {'amazon renewed': 54732, 'climate pledge friendly: electronics': 13190}",best_sellers_rank,"{'amazon renewed': 54732, 'climate pledge friendly: electronics': 13190}",best sellers rank,,
spec_resolution_1080x2270,resolution: 1080 x 2270,resolution,1080 x 2270,resolution,,
spec_best_sellers_rank_amazonrenewed72432,best sellers rank: {'amazon renewed': 72432},best_sellers_rank,{'amazon renewed': 72432},best sellers rank,,
spec_package_dimensions_1083x65x394inches,package dimensions: 10.83 x 6.5 x 3.94 inches,package_dimensions,10.83 x 6.5 x 3.94 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed3490climatepledgefriendlyelectronics4257,"best sellers rank: {'amazon renewed': 3490, 'climate pledge friendly: electronics': 4257}",best_sellers_rank,"{'amazon renewed': 3490, 'climate pledge friendly: electronics': 4257}",best sellers rank,,
spec_wireless_communication_technologies_cellularbluetoothnfc,"wireless communication technologies: cellular, bluetooth, nfc",wireless_communication_technologies,"cellular, bluetooth, nfc",wireless communication technologies,,
spec_included_components_galaxyflip5simtrayejectorusbcablequickstartguide,"included components: galaxy flip 5, sim tray ejector, usb cable, quick start guide",included_components,"galaxy flip 5, sim tray ejector, usb cable, quick start guide",included components,,
spec_package_dimensions_94x67x22inches,package dimensions: 9.4 x 6.7 x 2.2 inches,package_dimensions,9.4 x 6.7 x 2.2 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed72496,best sellers rank: {'amazon renewed': 72496},best_sellers_rank,{'amazon renewed': 72496},best sellers rank,,
spec_best_sellers_rank_amazonrenewed66351,best sellers rank: {'amazon renewed': 66351},best_sellers_rank,{'amazon renewed': 66351},best sellers rank,,
spec_package_dimensions_1122x516x272inches,package dimensions: 11.22 x 5.16 x 2.72 inches,package_dimensions,11.22 x 5.16 x 2.72 inches,package dimensions,,
spec_standing_screen_display_size_466inches,standing screen display size: 4.66 inches,standing_screen_display_size,4.66 inches,standing screen display size,4.66,inch
spec_card_description_dedicated,card description: dedicated,card_description,dedicated,card description,,
spec_series_blum8lplus,series: blu m8l plus,series,blu m8l plus,series,,
spec_item_dimensions_lxwxh_819x487x041inches,item dimensions  lxwxh: 8.19 x 4.87 x 0.41 inches,item_dimensions_lxwxh,8.19 x 4.87 x 0.41 inches,item dimensions  lxwxh,,
spec_processor_brand_blu,processor brand: blu,processor_brand,blu,processor brand,,
spec_package_dimensions_665x394x013inches,package dimensions: 6.65 x 3.94 x 0.13 inches,package_dimensions,6.65 x 3.94 x 0.13 inches,package dimensions,,
spec_special_features_9hsurfacehardness,special features: 9h surface hardness,special_features,9h surface hardness,special features,,
spec_best_sellers_rank_amazonrenewed2389climatepledgefriendlyelectronics3672,"best sellers rank: {'amazon renewed': 2389, 'climate pledge friendly: electronics': 3672}",best_sellers_rank,"{'amazon renewed': 2389, 'climate pledge friendly: electronics': 3672}",best sellers rank,,
spec_package_dimensions_768x406x35inches,package dimensions: 7.68 x 4.06 x 3.5 inches,package_dimensions,7.68 x 4.06 x 3.5 inches,package dimensions,,
spec_special_features_dualhiresstereospeakers22000mahhugebattery108mptricameramediatekg996nm22ghz130lmcampinglight,"special features: dual hi-res stereo speakers, 22000mah huge battery, 108mp tri camera, mediatek g99 6nm 2.2ghz, 130lm camping light",special_features,"dual hi-res stereo speakers, 22000mah huge battery, 108mp tri camera, mediatek g99 6nm 2.2ghz, 130lm camping light",special features,,
spec_battery_power_rating_22000amphours,battery power rating: 22000 amp hours,battery_power_rating,22000 amp hours,battery power rating,,
spec_battery_capacity_22000amphours,battery capacity: 22000 amp hours,battery_capacity,22000 amp hours,battery capacity,,
spec_weight_119pounds,weight: 1.19 pounds,weight,1.19 pounds,weight,1.19,lb
spec_standing_screen_display_size_634inches,standing screen display size: 6.34 inches,standing_screen_display_size,6.34 inches,standing screen display size,6.34,inch
spec_package_dimensions_677x433x252inches,package dimensions: 6.77 x 4.33 x 2.52 inches,package_dimensions,6.77 x 4.33 x 2.52 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed9762climatepledgefriendlyelectronics6396,"best sellers rank: {'amazon renewed': 9762, 'climate pledge friendly: electronics': 6396}",best_sellers_rank,"{'amazon renewed': 9762, 'climate pledge friendly: electronics': 6396}",best sellers rank,,
spec_package_dimensions_76x4x17inches,package dimensions: 7.6 x 4 x 1.7 inches,package_dimensions,7.6 x 4 x 1.7 inches,package dimensions,,
spec_package_dimensions_89x78x272inches,package dimensions: 8.9 x 7.8 x 2.72 inches,package_dimensions,8.9 x 7.8 x 2.72 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed6889climatepledgefriendlyelectronics5542,"best sellers rank: {'amazon renewed': 6889, 'climate pledge friendly: electronics': 5542}",best_sellers_rank,"{'amazon renewed': 6889, 'climate pledge friendly: electronics': 5542}",best sellers rank,,
spec_special_features_80211abgnacaxbt52gpsl1agpsbeidougalileoglonassaccelerometerproximityambientcompassgyroscopeunderdisplayfingerprintnfcdtsxultrahifi2micdualspeaker,"special features: 802.11 a/b/g/n/ac/ax, bt 5.2, gps(l1)/a-gps/beidou/galileo/glonass, accelerometer, proximity & ambient, compass, gyroscope, under-display fingerprint, nfc, dts:x® ultra, hi-fi, 2mic, dual-speaker",special_features,"802.11 a/b/g/n/ac/ax, bt 5.2, gps(l1)/a-gps/beidou/galileo/glonass, accelerometer, proximity & ambient, compass, gyroscope, under-display fingerprint, nfc, dts:x® ultra, hi-fi, 2mic, dual-speaker",special features,,
spec_package_dimensions_8x6x2inches,package dimensions: 8 x 6 x 2 inches,package_dimensions,8 x 6 x 2 inches,package dimensions,,
spec_weight_20pounds,weight: 20 pounds,weight,20 pounds,weight,20.0,lb
spec_special_features_bluetoothenabledbuiltingpsdualcameratextmessagingexpandablememorytouchscreen,"special features: bluetooth-enabled, built-in-gpsdual-cameratext-messaging, expandable-memory, touchscreen",special_features,"bluetooth-enabled, built-in-gpsdual-cameratext-messaging, expandable-memory, touchscreen",special features,,
spec_battery_capacity_2230milliamphours,battery capacity: 2230 milliamp hours,battery_capacity,2230 milliamp hours,battery capacity,,
spec_package_dimensions_9x6x2inches,package dimensions: 9 x 6 x 2 inches,package_dimensions,9 x 6 x 2 inches,package dimensions,,
spec_package_dimensions_713x402x154inches,package dimensions: 7.13 x 4.02 x 1.54 inches,package_dimensions,7.13 x 4.02 x 1.54 inches,package dimensions,,
spec_package_dimensions_669x366x193inches,package dimensions: 6.69 x 3.66 x 1.93 inches,package_dimensions,6.69 x 3.66 x 1.93 inches,package dimensions,,
spec_package_dimensions_68x37x17inches,package dimensions: 6.8 x 3.7 x 1.7 inches,package_dimensions,6.8 x 3.7 x 1.7 inches,package dimensions,,
